name,description,website
EasyTax,"La digitalización del proceso tributario en Chile y el mundo ha abierto un sin fin de oportunidades, Mucho del procesamiento y cálculo se realiza de manera manual o con muy poca automatización, estando lleno de complejidades, exposición a riesgos, fraudes y altamente intensivo en capital humano.Somos EasyTax, un startup chileno, altamente especializada en el desarrollo de soluciones Software as a Service – SaaS, que entrega servicios ligados a la Automatización Tributaria, el Control y Gestión de Documentos Tributarios Electrónicos (facturación electrónica, Notas de crédito, débito, etc.). Llevamos más de 4 años resolviendo estos procesos a medianas y grandes empresas, entre ellas Walmart, Cencosud y Derco. A la fecha contamos con 3 soluciones: DTE Vista, DTE Flow y F29 Match, las que buscan simplificar y automatizar los procesos tributarios (declaración y gestión) y contables (conciliación tributaria y contable). ",http://www.easytax.cl
Sigma Studios,None,https://sigma.la
Impulse,"Somos la compañía pionera en Inbound y Growth Marketing en Perú. Lo que empezó como un sueño por transformar la manera en cómo las empresas atraen y retienen clientes, hoy nos ha llevado a convertirnos en una de las 8 agencias Platinum Partner de Hubspot de mayor crecimiento en Latinoamérica y ganado 4 Hubspot Impact Awards a nivel internacional.Todo lo que hacemos tiene como objetivo ayudar a nuestros clientes a maximizar los ingresos y generar clientes potenciales. Hacemos esto aumentando el tráfico del sitio web, mejorando las tasas de conversión e implementando las últimas estrategias de growth, contenidos y tecnología de automatización.Ayudamos a escalar las marcas de comercio electrónico más prometedoras de Perú y Latam.Y operamos 100% remoto, no solo por ahora, sino para siempre.",https://www.impulse.pe
Ing de Software & BI,None,http://www.devertical.cl
Desert Point,Gauss Control es un Software (SaaS) de Seguridad Vial que permite identificar el riesgo por fatiga y conducta de los conductores de vehículos pesados. Actualmente nos posicionamos como líderes en predicción y administración de fatiga humana en Chile dentro del mercado minero y transporte de cargas peligrosas.,http://gausscontrol.com
Disartmedia,None,http://www.disartmedia.com/
ITrace Partners,None,https://www.itracepartners.com
Analoga Servicios de Marketing,"Nos dedicamos al marketing digital, entregamos las herramientas necesarias para que empresas, emprendedores y profesionales independientes saquen el mayor provecho de la web.A nuestros clientes les entregamos un servicio integral, desde el desarrollo de sus sitios web, redes sociales, implementaciones de POS en tiendas físicas e incluso asesorías comerciales para levantar sus negocios.Estamos tanto en la parte digital como la física, ayudando a que las cosas sucedan con éxito.Estamos creciendo y buscamos una persona para trabajo remoto .",https://analoga.cl
Be-Partners,"En Women4Sports estamos trabajando para apoyar a  mujeres deportistas de todo el mundo  a que puedan visibilizar sus talentos deportivos, de manera fácil, con el fin de ser “descubiertas”.  Estamos ayudando a que crezca el deporte femenino en el mundo, por lo que necesitamos desarrolladores que nos apoyen a que la plataforma sea igual de revolucionaria que nuestra misión. ",https://www.be-partners.cl/
23people,"Nuestro propósito en 23people es facilitar la digitalización de los servicios de nuestros clientes, por medio de: ✅Mantener una forma de trabajo sustentable y preocupada para las personas que participan. Incluso en modo Outsourcing.✅Usar los principios ágiles de adaptabilidad a los cambios, entrega temprana de valor y mejora continúa.✅Usar eficiente y creativamente la tecnología, empujando la mejora continua de habilidades.🧡¡Nos gusta mucho lo que hacemos!Somos especialistas JavaScript Fullstack en general. Creemos que DevOps es una forma de trabajo que debe estar siempre presente tal de lograr Continuous Delivery. Trabajamos con tecnologías de Front-end tales como ReactJS y Angular, Servicios Cloud de Amazon, Azure y Google. También trabajamos en app mobile nativas y en Progressive Web App. Tenemos también bastante experiencia en las tecnologías y frameworks asociados a JAVA y .NET.One more thing… ¡Somos una empresa del gremio MITI! Mejor Industria TI 🤟",https://www.23people.io
Konstruyendo.com,"Konstruyendo.com es un ecommerce orientado a la industria de la construcción, reparación y mejoramiento.Estamos en plena etapa de desarrollo y por eso estamos buscamos personas que se involucren desde el principio en el proceso de formación de nuestra empresa.Estamos formando un equipo donde hacer que las cosas ocurran es muy importante y donde todos tenemos espacio para dar nuestras ideas.",https://www.konstruyendo.com/
Compsci,"Somos una empresa de desarrollo de software a medida. Estamos desarrollando una plataforma web para fortalecer la trazabilidad de los procedimientos de una institución pública. Es una plataforma que solo realiza lecturas de la base de datos, pero se requiere realizar verificaciones de unicidad de los registros antes de integrarlos a la plataforma.El equipo de desarrollo es de 4 personas (2 full-time y 2 part-time) y el modo de trabajo será con horario flexible, comunicación por Discord y con reuniones de coordinación según las tareas que se estén desarrollando. ",https://compsci.cl/
Mero,"At Mero, we are bringing transparency to the commercial real estate industry. Our platform combines hardware and software, empowering buildings to minimize their environmental impact, control costs, and help the world return safely to public spaces. Mero is relied upon by millions of square feet of space around the world, including hospitals, offices, stadiums, and airports. Mero’s mission is to foster beautiful, healthy, and sustainable urban environments for all.",https://mero.co
TRIADA SOLUTIONS,"TRIADA SOLUTIONS es una empresa especializada en servicios profesionales de consultoría en dirección de proyectos.A través de una dirección de proyectos efectiva y fácil de poner en practica, garantizamos a nuestros clientes la reducción de los costos innecesarios en sus proyectos y el logro de los objetivos de sus inversiones oportunamente.Nos focalizamos en aquellos proyectos que incorporan tecnología para mejorar o transformar el negocio de nuestros clientes. Ponemos a la vista los costos sumergidos, reducimos la incertidumbre y controlamos los riegos de los proyectos que incorporan tecnología a la empresas. ",https://www.triada-solutions.com
Heinsohn Business Technology,None,https://www.heinsohn.com.co/
OnTop Margketing,"We are a worldwide website solutions company based in Germany. Currently, we have multiple projects that need a skilled developer with excellent communication skills.As a company, we provide a nurturing, supportive environment with much room for growth and development. We value personal/soft skills over technical prowess. There is scope for mentorship and development for the right person who has strong soft/personal skills. Our company values:- Empathy- Communication- Forward thinking and initiative*** Please do not apply if you are not 100% able to align yourself with these principles and skillsets.We make blazing fast, optimised websites for clients that are tired of the poor performance of WordPress. Therefore we use as few (none basically) external libraries as possible. For example, all animations are created using CSS via Styled Components and if absolutely necessary ReactTransitionGroup. If this does not suit you, please do not apply.",http://www.nowebsite.com
Inssoft,None,http://inssoftmx.com/
Get on Board,"Did you hear about Get on Board? Well, you’re looking at it right now 😉. We are set to shape and transform the digital job market in Latin America, giving startups and tech innovators the spotlight they deserve and helping talented digital professionals find better, more fulfilling workplaces.We can only realize this mission if we expand and grow, and this is where you come into play.",http://getonbrd.com
AEF Perú,None,http://aefperu.org/
Conveyornow,None,https://www.conveyornow.net/
CÍVICO,None,http://www.civico.com
Torre,"Hola todos ! IAS Software está buscando Desarrolladores Middle Full Satck+ Formación interna continua y gratuita.+ Clima laboral favorable.+ Beneficios mensuales. Habilidades y experiencia requerida: Java, Angular, ComunicaciónIdioma(s) requeridos: Español - Completamente fluidoUbicación: Remoto (para residentes de Colombia)Compensación: COP$4M - 5.5M/al mes Aplicar a través de Torre es super fácil, usando el siguiente link:https://torre.co/s/6wJ6KkxX5f ¿No tienes una cuenta en Torre? No te preocupes. Puedo ayudarte a crearla y luego aplicar a la oportunidad por ti.  Comunícate conmigo con tu CV y ​​correo electrónico a mikaelagerman@torre.co si deseas mi ayuda #colombia #oportunidad",http://www.torre.co
Calidad Cloud,"Calidad Cloud es un software de gestión de calidad utilizado por más de 3200 proyectos correspondientes a +120 empresas en Latinoamérica, que permite controlar los procesos constructivos y de terminaciones en obras de construcción. Somos pioneros en la incorporación de tecnologías en obras de construcción.Estamos en proceso de consolidación en la expansión internacional en Latinoamérica y desarrollando nuevas herramientas para apoyar la gestión y mejorar la calidad en los procesos constructivos.Con más de 10 años de experiencia en el rubro de la construcción nuestros clientes confían en nuestras soluciones y apoyo a su gestión de calidad y programación de obra, desarrollando tecnologías innovadoras.",https://www.calidadcloud.com/
